restaurant_id,description
848,the generous colourful and carefully prepared dishes served at this italian bistr just stone’s throw from st mark’s squar could be described as “lagoon fusion” cuisin thanks to one of the
690,situated the imagn valley this welcoming familyrun restaurant serves delicious regional specialities alongsid traditional italian favourites including few fish options highlights
1875,althoug the town may not be of major importanc the cuisin served at this modern restaurant with convenient car park certainly is focusing on traditional local recipes and using seasonal
1861,this restaurant previously known simply as “il frantoio” now has new outoftown premises but any regret you may hav at leaving the town centr will soon disapp thanks to the wid rang of
16,welcoming contemporarystyl restaurant the town’s historical centr wher the young ownerchef has plenty of experienc behind him including his parents’ restaurant at coquus he serves
684,this typical elegant versilian beac club with an openplan feel extending from the car park to the beac serves topquality cuisin to guests its facilities includ an entranc loung stylish
1134,tan simon chefpatron of this stylish modern restaurant located fin residential district offers his creativ cuisin that reinterprets italian flavors modern key food for him is
1652,thre talented young entrepreneurs who are passion about good food hav taken over this historic restaurant and hav given it new leas of lif the cuisin is contemporary and imagin
109,wid choic of fresh fish and menu with firm focus on fish and seafood served larg dining room offering views of the spectacul sunsets
1646,the marsupin family has been running this trattor enthusiastically and warmly sinc 1901 the chefs suggestion pays homag to the territory accordanc with tradition and the win cell
1120,enric bartolin who has been awarded mor michelin stars for his restaurants around italy than any other chef continues to impress and surpris his guests having achieved thre stars for this
653,situated quiet street the centr of rom this modern trendy restaurant is part of the pantheon hotel talented chef francesc apred from campan is at the helm the kitchen wher he
1108,as the nam of this restaurant suggests couscous takes prid of plac on the menu althoug other sicilian specialities can also be sampled her delightful atmosph especially summer when
135,with its delightful location an old rural abbey warm welcom friendly atmosph and excellent “homestyle” cuisin whic focuses on the region’s classic dishes this restaurant appeals to
